"","text","lang","possibly_sensitive","author_id","reply_settings","created_at.x","conversation_id","id","in_reply_to_user_id","profile_image_url","verified","location","url","protected","username","description","created_at.y","name","pinned_tweet_id","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","geo_place_id","text_with_display_links"
"1","Tampa News Florida declares a state of emergency as toxic green algae spreads across waterways and smelly seaweed washes up ... - Daily Mail  . https   news google com home. https   twitter com Tampa_NC status 1016996290876489729 photo 1","en",FALSE,"213895894","everyone",2018-07-11 10:43:05,"1016996290876489729","1016996290876489729",NA,"https://pbs.twimg.com/profile_images/664565240718225408/R8vvlI4y_normal.jpg",FALSE,"Tampa, FL","http://t.co/D4cEUWUxVe",FALSE,"Tampa_NC","Updated Tampa news,sports,
weather,entertainment,politics
and business information.","2010-11-10T01:45:00.000Z","Tampa NewsChannel",NA,0,0,0,0,0,383,42,47588,17,NA,"Tampa News Florida declares a state of emergency as toxic green algae spreads across waterways and smelly seaweed washes up ... - Daily Mail https://t.co/e0qo6fzJw7 https://t.co/v6wembMibV"
"2","@lpieinfl Ooooh - hate if it happens but if a more largely populated are like Tampa St Pete gets hit - so many more will get angry. Of course you don’t have the Blue Green algae making the situation so much worse:. Hugs 🤗. ","en",FALSE,"2414913756","everyone",2018-08-04 00:55:11,"1025503384420462597","1025545650224680961","988060225","https://pbs.twimg.com/profile_images/1044311228661694464/8WGI5ptD_normal.jpg",FALSE,"Florida",NA,FALSE,"LeChatNoire4","#VOTE BLUE 2022 🌊🇺🇸🌊 #BuyARepublicanToday! no DM’s","2014-03-27T21:29:48.000Z","Le Chat Biden Democrat","1222268511134896129",0,0,0,0,0,14256,13683,1102946,336,NA,"@lpieinfl Ooooh - hate if it happens but if a more largely populated are like Tampa St Pete gets hit - so many more will get angry. Of course you don’t have the Blue Green algae making the situation so much worse:. Hugs 🤗"
"3","While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been creeping north along the #Florida gulf coast &amp; killing 452 sea #turtles &amp; 92 #manatees -- so far.  via @taveljimena. http   www tampabay com news environment Lingering Red Tide bloom moves north killing fish near mouth of Tampa Bay_170656470","en",FALSE,"62575859","everyone",2018-08-07 13:01:13,"1026815526457290752","1026815526457290752",NA,"https://pbs.twimg.com/profile_images/1438867672494657541/cMKAyT15_normal.jpg",FALSE,"St. Petersburg FL","https://t.co/Y1kqEYKFCg",FALSE,"craigtimes","THE STATE YOU'RE IN & MANATEE INSANITY both out in paperback now! Other books: NYT bestseller OH, FLORIDA! & CAT TALE. Columnist, Florida Phoenix. Florida man.","2009-08-03T17:55:56.000Z","Craig Pittman","1437092398249689093",28,2,15,4,0,20627,2285,180255,859,NA,"While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been creeping north along the #Florida gulf coast &amp; killing 452 sea #turtles &amp; 92 #manatees -- so far. https://t.co/Sr8Yx0BBKo via @taveljimena"
"4","RT @craigtimes: While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been…","en",FALSE,"18722223","everyone",2018-08-07 13:01:59,"1026815720380919808","1026815720380919808",NA,"https://pbs.twimg.com/profile_images/1578738318635835393/NTGKiMcb_normal.jpg",FALSE,"Sunshine City, Sunshine State",NA,FALSE,"tessthefirst","#ChampaBay Proud Mom of #classof2020 grad, now @Eckerd #classof2024, Golden Retriever Bailey 🐾 Run🏃‍♀️Yogi🧘‍♀️Law ⚖️ Sourcing Contracts @Amgen Rays⚾️","2009-01-07T14:18:01.000Z","TesstheFirst 🇺🇸⚖️ 🦮🐾🧜‍♀️🏖🏄‍♀️ ⚾️💙⚡️",NA,28,0,0,0,0,1456,4980,42038,73,NA,"While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been creeping north along the #Florida gulf coast &amp; killing 452 sea #turtles &amp; 92 #manatees -- so far. https://t.co/Sr8Yx0BBKo via @taveljimena"
"5","RT @craigtimes: While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been…","en",FALSE,"150544798","everyone",2018-08-07 13:02:25,"1026815828803629056","1026815828803629056",NA,"https://pbs.twimg.com/profile_images/1378829379942416386/63itEUrA_normal.jpg",FALSE,"Washington, D.C.","https://t.co/rZcNWcTrlT",FALSE,"JoshuaKarp","Dad! Partner @HoneStrategies, communications + strategy consultant. Progressive. Jew. #FlippedtheSenate with @Ossoff, alum of too many campaigns.","2010-06-01T05:50:39.000Z","Joshua Karp",NA,28,0,0,0,0,10257,7237,23881,133,NA,"While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been creeping north along the #Florida gulf coast &amp; killing 452 sea #turtles &amp; 92 #manatees -- so far. https://t.co/Sr8Yx0BBKo via @taveljimena"
"6","@craigtimes @taveljimena Please —how can we stop this from spreading?  Lake O discharges are destroying our water flora and fauna","en",FALSE,"18722223","everyone",2018-08-07 13:02:53,"1026815526457290752","1026815944826544129","62575859","https://pbs.twimg.com/profile_images/1578738318635835393/NTGKiMcb_normal.jpg",FALSE,"Sunshine City, Sunshine State",NA,FALSE,"tessthefirst","#ChampaBay Proud Mom of #classof2020 grad, now @Eckerd #classof2024, Golden Retriever Bailey 🐾 Run🏃‍♀️Yogi🧘‍♀️Law ⚖️ Sourcing Contracts @Amgen Rays⚾️","2009-01-07T14:18:01.000Z","TesstheFirst 🇺🇸⚖️ 🦮🐾🧜‍♀️🏖🏄‍♀️ ⚾️💙⚡️",NA,0,0,1,0,0,1456,4980,42038,73,"dc62519fda13b4ec",NA
"7","RT @craigtimes: While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been…","en",FALSE,"14804672","everyone",2018-08-07 13:04:34,"1026816368585461760","1026816368585461760",NA,"https://pbs.twimg.com/profile_images/1620291182193479682/wyquqHfV_normal.jpg",FALSE,"Washington D.C",NA,FALSE,"DivaKnevil","Vegan 🌱 Gin-Soaked Secular Humanist. An Ex-Pat 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Curmudgeon With A Penchant 4 Tourette's Text Who Is Quite Happy 2 Be An Equal Opportunity Loather","2008-05-16T21:57:23.000Z","DivaKnevil Ⓥ 🏴󠁧󠁢󠁳󠁣󠁴󠁿 💚","1350493797818490899",28,0,0,0,0,2728,4923,412538,149,NA,"While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been creeping north along the #Florida gulf coast &amp; killing 452 sea #turtles &amp; 92 #manatees -- so far. https://t.co/Sr8Yx0BBKo via @taveljimena"
"8","RT @craigtimes: While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been…","en",FALSE,"804839449477709824","everyone",2018-08-07 13:04:38,"1026816386931273728","1026816386931273728",NA,"https://pbs.twimg.com/profile_images/1498465553878589443/OWS6u73Y_normal.jpg",FALSE,"United States",NA,FALSE,"DropoutCharm","5th generation Floridian. Art, animals, books, plants & snark are a few of my favorite things. Cat waitress. #resist 🌊 #masks. No lists please. #RemoveRon","2016-12-03T00:07:32.000Z","CharmSchoolDropout",NA,28,0,0,0,0,1122,2193,29488,4,NA,"While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been creeping north along the #Florida gulf coast &amp; killing 452 sea #turtles &amp; 92 #manatees -- so far. https://t.co/Sr8Yx0BBKo via @taveljimena"
"9","RT @craigtimes: While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been…","en",FALSE,"15518828","everyone",2018-08-07 13:14:47,"1026818941296041984","1026818941296041984",NA,"https://pbs.twimg.com/profile_images/744440755456966656/bid9_O7Z_normal.jpg",TRUE,"St. Petersburg, Fla.","https://t.co/nqGE2gcEFd",FALSE,"SharonKWn","Sharon Kennedy Wynne, entertainment & events writer, editor at the Tampa Bay Times @TB_Times. Mom, foodie, news junkie & fan of rollercoasters and theme parks","2008-07-21T18:36:22.000Z","Sharon Kennedy Wynne",NA,28,0,0,0,0,2889,1296,15432,84,NA,"While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been creeping north along the #Florida gulf coast &amp; killing 452 sea #turtles &amp; 92 #manatees -- so far. https://t.co/Sr8Yx0BBKo via @taveljimena"
"10","RT @craigtimes: While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been…","en",FALSE,"239529147","everyone",2018-08-07 13:16:12,"1026819297245581313","1026819297245581313",NA,"https://pbs.twimg.com/profile_images/1328828999947202560/vc9Zv63O_normal.jpg",TRUE,"Orlando",NA,FALSE,"GabrielleRusson","Former Orlando Sentinel theme parks biz reporter turned freelance writer. Proud but pudgy 25X marathoner. Boomer's mommy. Sparty on!","2011-01-17T20:53:43.000Z","Gabrielle Russon",NA,28,0,0,0,0,5490,5586,18987,193,NA,"While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been creeping north along the #Florida gulf coast &amp; killing 452 sea #turtles &amp; 92 #manatees -- so far. https://t.co/Sr8Yx0BBKo via @taveljimena"
"11","RT @craigtimes: While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been…","en",FALSE,"20854772","everyone",2018-08-07 13:31:30,"1026823146622607361","1026823146622607361",NA,"https://pbs.twimg.com/profile_images/1322219135942746113/Yk_4HmRb_normal.jpg",FALSE,"Rural Levy, Florida",NA,FALSE,"Louez","Journalist-Chef-Journalist-Retiree","2009-02-14T16:13:20.000Z","Lou Elliott Jones",NA,28,0,0,0,0,227,627,20247,3,NA,"While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been creeping north along the #Florida gulf coast &amp; killing 452 sea #turtles &amp; 92 #manatees -- so far. https://t.co/Sr8Yx0BBKo via @taveljimena"
"12","RT @craigtimes: While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been…","en",FALSE,"838560031","everyone",2018-08-07 14:12:25,"1026833445383823360","1026833445383823360",NA,"https://pbs.twimg.com/profile_images/820493919880380416/LlpQXzTI_normal.jpg",FALSE,"Tampa, Florida, USA",NA,FALSE,"gray_sanders","","2012-09-21T20:57:57.000Z","Gray",NA,28,0,0,0,0,70,659,2083,9,NA,"While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been creeping north along the #Florida gulf coast &amp; killing 452 sea #turtles &amp; 92 #manatees -- so far. https://t.co/Sr8Yx0BBKo via @taveljimena"
"13","RT @craigtimes: While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been…","en",FALSE,"166707671","everyone",2018-08-07 14:22:43,"1026836038239567872","1026836038239567872",NA,"https://pbs.twimg.com/profile_images/1266478040059707396/T89ICfTA_normal.jpg",FALSE,NA,NA,FALSE,"joylowell","working for justice and mercy; antiracist; feminist; love animals; she/her.","2010-07-14T20:29:13.000Z","Joy Lowell",NA,28,0,0,0,0,202,721,67818,1,NA,"While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been creeping north along the #Florida gulf coast &amp; killing 452 sea #turtles &amp; 92 #manatees -- so far. https://t.co/Sr8Yx0BBKo via @taveljimena"
"14","RT @craigtimes: While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been…","en",FALSE,"1033211881","everyone",2018-08-07 14:28:27,"1026837481403105281","1026837481403105281",NA,"https://pbs.twimg.com/profile_images/1510981617526968324/ZBN7v_ap_normal.jpg",TRUE,"Miami, Florida, USA",NA,FALSE,"taveljimena","Higher education/Broward schools reporter for the @miamiherald. Periodista cubriendo universidades en Florida y escuelas en Broward para @elnuevoherald.","2012-12-24T18:18:15.000Z","jimena m tavel","1456705080669900812",28,0,0,0,0,3332,3320,27305,73,NA,"While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been creeping north along the #Florida gulf coast &amp; killing 452 sea #turtles &amp; 92 #manatees -- so far. https://t.co/Sr8Yx0BBKo via @taveljimena"
"15","RT @craigtimes: While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been…","en",FALSE,"634688309","everyone",2018-08-07 14:49:25,"1026842758047322112","1026842758047322112",NA,"https://pbs.twimg.com/profile_images/1389365396252340231/DMzwdDHp_normal.jpg",FALSE,"Boston, MA",NA,FALSE,"laura_cardona95","Executive producer @TelemundoNI | Former EP @WINKNews & Noticias WINK | @UFJSchool & @UF_CLAS alumn | Colombia 🇨🇴","2012-07-13T16:24:23.000Z","Laura Cardona",NA,28,0,0,0,0,344,324,1386,8,NA,"While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been creeping north along the #Florida gulf coast &amp; killing 452 sea #turtles &amp; 92 #manatees -- so far. https://t.co/Sr8Yx0BBKo via @taveljimena"
"16","RT @craigtimes: While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been…","en",FALSE,"20739133","everyone",2018-08-07 14:51:57,"1026843392163172352","1026843392163172352",NA,"https://pbs.twimg.com/profile_images/1095863315866112001/3s_-Um6O_normal.png",FALSE,"Maryland and Maine","https://t.co/eApblC08dj",FALSE,"DrJudyStone","Author: Resilience: One Family’s Story of Hope https://t.co/HizPlFpv2t & Conducting Clinical Research https://t.co/ouKPTQlT5n ID doc, freelance
@drjudystone@mstdn.science","2009-02-13T01:42:07.000Z","Judy Stone","1179783540831084549",28,0,0,0,0,11560,6236,283552,731,NA,"While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been creeping north along the #Florida gulf coast &amp; killing 452 sea #turtles &amp; 92 #manatees -- so far. https://t.co/Sr8Yx0BBKo via @taveljimena"
"17","RT @craigtimes: While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been…","en",FALSE,"133316482","everyone",2018-08-07 14:57:31,"1026844793345908747","1026844793345908747",NA,"https://pbs.twimg.com/profile_images/1111627869241921537/Q-v65UFL_normal.png",FALSE,"Boston, MA",NA,FALSE,"billykaos","Epicurious Equity Trader
""We Buy Sell Trade Everything""
Making the Trains run on Time
Leader of all illegal activities in Casablanca-influential & respected man","2010-04-15T14:19:59.000Z","Billy Kaos","1238296749317533696",28,0,0,0,0,827,4255,46381,64,NA,"While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been creeping north along the #Florida gulf coast &amp; killing 452 sea #turtles &amp; 92 #manatees -- so far. https://t.co/Sr8Yx0BBKo via @taveljimena"
"18","RT @craigtimes: While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been…","en",FALSE,"67352768","everyone",2018-08-07 15:16:39,"1026849610311127041","1026849610311127041",NA,"https://pbs.twimg.com/profile_images/1046462575297417216/1WqZiayx_normal.jpg",FALSE,"Florida, USA",NA,FALSE,"iyem1","ALWAYS dispised DJT Hate controlling men Hate being told what to do Wasn't into politics til this befuckled election Sarcastic AF with a dry sick sense of humor","2009-08-20T16:29:02.000Z","🖤Nyctophilia🖤",NA,28,0,0,0,0,703,0,76875,1,NA,"While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been creeping north along the #Florida gulf coast &amp; killing 452 sea #turtles &amp; 92 #manatees -- so far. https://t.co/Sr8Yx0BBKo via @taveljimena"
"19","RT @craigtimes: While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been…","en",FALSE,"66624808","everyone",2018-08-07 15:23:35,"1026851355024138240","1026851355024138240",NA,"https://pbs.twimg.com/profile_images/1601434787767635975/8Bj36eoF_normal.jpg",FALSE,"Florida, USA",NA,FALSE,"DeezThoughtsAre","Brooklyn born, 🇮🇹 Food lover, painter, photographer & keeper of freshwater aquariums.

Followed by really cool people","2009-08-18T07:37:26.000Z","Dani B 🧤","1317681946034688000",28,0,0,0,0,1681,1402,33927,21,NA,"While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been creeping north along the #Florida gulf coast &amp; killing 452 sea #turtles &amp; 92 #manatees -- so far. https://t.co/Sr8Yx0BBKo via @taveljimena"
"20","RT @craigtimes: While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been…","en",FALSE,"409664764","everyone",2018-08-07 16:09:28,"1026862900139442178","1026862900139442178",NA,"https://pbs.twimg.com/profile_images/1484697644345839616/86mCg01I_normal.jpg",FALSE,"Miami, Florida",NA,FALSE,"mszjurado","","2011-11-11T02:04:13.000Z","Marly Z Jurado",NA,28,0,0,0,0,605,4277,46446,15,NA,"While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been creeping north along the #Florida gulf coast &amp; killing 452 sea #turtles &amp; 92 #manatees -- so far. https://t.co/Sr8Yx0BBKo via @taveljimena"
"21","RT @craigtimes: While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been…","en",FALSE,"48382281","everyone",2018-08-07 17:24:40,"1026881824981741568","1026881824981741568",NA,"https://pbs.twimg.com/profile_images/887012743852703744/qb3MHeR1_normal.jpg",FALSE,"Blue Ridge, GA","https://t.co/fW59LLXSgU",FALSE,"vdeanfla","Freelance writer and editor for @HeraldTribune, Bluegrass Unlimited and @RoughReadymedia. Loves news, bluegrass music, Tampa Bay Rays. Florida halfback.","2009-06-18T15:25:09.000Z","Vicki Dean",NA,28,0,0,0,0,2085,3373,33821,77,NA,"While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been creeping north along the #Florida gulf coast &amp; killing 452 sea #turtles &amp; 92 #manatees -- so far. https://t.co/Sr8Yx0BBKo via @taveljimena"
"22","RT @craigtimes: While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been…","en",FALSE,"1026876255243776000","everyone",2018-08-07 18:06:55,"1026892460331606016","1026892460331606016",NA,"https://pbs.twimg.com/profile_images/1026885266135543809/WIOUDMWZ_normal.jpg",FALSE,"Wherever I  go",NA,FALSE,"simomakgobs","Follow me  then i will follow u back🤗","2018-08-07T17:02:32.000Z","Similolo💕🌼🌸",NA,28,0,0,0,0,777,1588,456,0,NA,"While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been creeping north along the #Florida gulf coast &amp; killing 452 sea #turtles &amp; 92 #manatees -- so far. https://t.co/Sr8Yx0BBKo via @taveljimena"
"23","RT @craigtimes: While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been…","en",FALSE,"251391689","everyone",2018-08-07 18:41:14,"1026901095572942848","1026901095572942848",NA,"https://pbs.twimg.com/profile_images/1268704122502393856/B00wOZjG_normal.jpg",FALSE,"United States",NA,FALSE,"menditony","Currently interested in Tourism, Marketing, regional economic development, travel industry /Policy wonk","2011-02-13T01:45:22.000Z","Tony Mendiola",NA,28,0,0,0,0,791,3385,4788,35,NA,"While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been creeping north along the #Florida gulf coast &amp; killing 452 sea #turtles &amp; 92 #manatees -- so far. https://t.co/Sr8Yx0BBKo via @taveljimena"
"24","RT @craigtimes: While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been…","en",FALSE,"397469365","everyone",2018-08-07 22:02:37,"1026951775474118667","1026951775474118667",NA,"https://pbs.twimg.com/profile_images/3472814492/058bfe1a789dcaba6fb4a29f0a23c18b_normal.jpeg",FALSE,"Bradenton, Fl.","https://t.co/eU06rUFn2m",FALSE,"vinmannix","After nearly 50 years in journalism in Florida, this ol' Lakeland Muskie is retired, but keeping his hand in writing.","2011-10-24T18:46:18.000Z","Vin Mannix","1595127949342433280",28,0,0,0,0,2000,1002,41337,20,NA,"While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been creeping north along the #Florida gulf coast &amp; killing 452 sea #turtles &amp; 92 #manatees -- so far. https://t.co/Sr8Yx0BBKo via @taveljimena"
"25","RT @craigtimes: While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been…","en",FALSE,"475239543","everyone",2018-08-07 22:04:56,"1026952358943707136","1026952358943707136",NA,"https://pbs.twimg.com/profile_images/1807067244/image_normal.jpg",FALSE,NA,"https://t.co/k8wuiShiil",FALSE,"KellyELipp","What’s Plan B after McClatchy? Foster mom, book addict, family tree climber, bad TV watcher, napper. Ball State grad, Notre Dame glutton 4 punishment, ⚡️🏒💙","2012-01-26T20:58:16.000Z","Kelly E. Lipp","1212402518526959619",28,0,0,0,0,880,1085,36233,41,NA,"While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been creeping north along the #Florida gulf coast &amp; killing 452 sea #turtles &amp; 92 #manatees -- so far. https://t.co/Sr8Yx0BBKo via @taveljimena"
"26","@craigtimes @taveljimena Have to have people in office who will stand up for our environment!! Make it a priority!!!","en",FALSE,"1973025234","everyone",2018-08-08 00:57:30,"1026815526457290752","1026995785123213312","62575859","https://pbs.twimg.com/profile_images/1312703347187740674/dqWDwVD5_normal.jpg",FALSE,NA,NA,FALSE,"sskrosk0","","2013-10-19T22:43:15.000Z","Sheryl Skroski",NA,0,0,0,0,0,10,78,315,0,NA,NA
"27","Coming up... politics turn dangerous on facebook, what to do with the land Tropicana Field sits on, Red Tide with a side Blue Green Algae - one activist says FL is dying plus Tampa Bay Rays walk it off! @FOX13News is your only local news starting at 4am!. ","en",FALSE,"568322556","everyone",2018-08-08 07:59:01,"1027101862703448064","1027101862703448064",NA,"https://pbs.twimg.com/profile_images/1592668582974029828/xwss2vw1_normal.jpg",TRUE,"Tampa, FL",NA,FALSE,"WalterAllenTV","Good Day Tampa Bay Anchor for FOX13. Happily married and Daddy to Alexandra!","2012-05-01T14:15:44.000Z","Walter Allen FOX 13",NA,0,1,8,0,0,8346,1676,23371,146,NA,"Coming up... politics turn dangerous on facebook, what to do with the land Tropicana Field sits on, Red Tide with a side Blue Green Algae - one activist says FL is dying plus Tampa Bay Rays walk it off! @FOX13News is your only local news starting at 4am!"
"28","RT @craigtimes: While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been…","en",FALSE,"15449744","everyone",2018-08-09 14:07:54,"1027557083024113664","1027557083024113664",NA,"https://pbs.twimg.com/profile_images/1588352898890604547/_ph05f2n_normal.jpg",FALSE,"USA",NA,FALSE,"madukes529","#Resist 🏙 Native NYer🗽Yankees ⚾️ SNL & Music industry alum #VOTEBLUE #Marketing/Brand Consultant #PitbullsRock #AdoptDontShop 🌊🇺🇸 vaxxed AF #5","2008-07-16T03:01:26.000Z","MaDukes 🇺🇸💔",NA,28,0,0,0,0,14423,15843,115906,28,NA,"While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been creeping north along the #Florida gulf coast &amp; killing 452 sea #turtles &amp; 92 #manatees -- so far. https://t.co/Sr8Yx0BBKo via @taveljimena"
"29","RT @craigtimes: While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been…","en",FALSE,"858801843383799808","everyone",2018-08-10 11:00:14,"1027872242183692288","1027872242183692288",NA,"https://pbs.twimg.com/profile_images/859096555936243712/QhxxFuS7_normal.jpg",FALSE,"Safety Harbor, FL","https://t.co/d54PZ7UpRX",FALSE,"SHIPlanners","Inspired by great urbanism and the quality of life that comes with it, a flock of citizen planners are bringing great ideas to light in Safety Harbor.","2017-04-30T21:54:50.000Z","SH Inspired Planners",NA,28,0,0,0,0,134,297,2066,3,NA,"While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been creeping north along the #Florida gulf coast &amp; killing 452 sea #turtles &amp; 92 #manatees -- so far. https://t.co/Sr8Yx0BBKo via @taveljimena"
"30","RT @craigtimes: While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been…","en",FALSE,"1164988836","everyone",2018-08-11 02:13:29,"1028102069276868608","1028102069276868608",NA,"https://pbs.twimg.com/profile_images/1454835296760172544/AEiluvd1_normal.jpg",FALSE,"West Coast Floriduh",NA,FALSE,"SweetPeatrsburg","Justice. One day, Justice.
#BLM
Fox ""news"" is Vile Propaganda
I follow back thoughtful ppl & expect the same.
Dogs rule.
TB Lightning HOCKEY!
FL Water Family","2013-02-10T05:27:49.000Z","Sunflower seeds","1009825835581308929",28,0,0,0,0,2395,3639,32279,13,NA,"While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been creeping north along the #Florida gulf coast &amp; killing 452 sea #turtles &amp; 92 #manatees -- so far. https://t.co/Sr8Yx0BBKo via @taveljimena"
"31","@RobGMacfarlane @cityoftongues Over 130 miles of SW Florida coast, between Naples &amp; Tampa, devastated by a toxic blue green algae bloom &amp; red tide this summer. Our beaches have w/thousands of dead fish, dozens of dolphins, 400 sea turtles, manatees, all sea life killed. Another dead zone in the making.. ","en",FALSE,"487487203","everyone",2018-08-13 09:06:38,"1028906513207881728","1028930820273319937","835252426265481216","https://pbs.twimg.com/profile_images/1441908768778948610/lLpSJqvP_normal.jpg",FALSE,"Florida, USA",NA,FALSE,"Blondetown","Progressive Democrat. Native Floridian, former Southern Appalachian, lover of facts, nature, English lit & poetry. Partner to USMC disabled Vietnam vet.","2012-02-09T12:21:22.000Z","☀️Anneik🌓","1500303926838628353",0,0,1,0,0,1425,2677,56012,7,NA,"@RobGMacfarlane @cityoftongues Over 130 miles of SW Florida coast, between Naples &amp; Tampa, devastated by a toxic blue green algae bloom &amp; red tide this summer. Our beaches have w/thousands of dead fish, dozens of dolphins, 400 sea turtles, manatees, all sea life killed. Another dead zone in the making."
"32","RT @craigtimes: While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been…","en",FALSE,"938192313255452672","everyone",2018-08-13 15:47:11,"1029031619984863232","1029031619984863232",NA,"https://pbs.twimg.com/profile_images/938195813502611456/Qt1CJX1G_normal.jpg",FALSE,"""2nd star to the right and straight on 'til morning...""",NA,FALSE,"cd3k_","Monarchs, pollinators, Global Sanctuary for Elephants Brazil, seabirds, baseball, organic gardening, planetary cycles, Epiphone SGs... and Yellow Labs...","2017-12-05T23:44:13.000Z","cd3k","1068634836066332672",28,0,0,0,0,1087,1607,40355,10,NA,"While the blue-green #algae bloom in &amp; near Lake O is making national news, the longest Red Tide bloom in a decade has been creeping north along the #Florida gulf coast &amp; killing 452 sea #turtles &amp; 92 #manatees -- so far. https://t.co/Sr8Yx0BBKo via @taveljimena"
