"","text","possibly_sensitive","conversation_id","reply_settings","created_at.x","id","lang","author_id","username","location","description","verified","protected","profile_image_url","name","created_at.y","pinned_tweet_id","url","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_bookmark_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","text_with_display_links","in_reply_to_user_id","reply.to.thread.no.term"
"63","The algae bloom in Lake Manatee has been so high this summer that the tap water in some parts of the county had a musky taste.
 . https   www snntv com story 49520026 tap water taste returns back to normal in manatee county",FALSE,"1695293471643295945","everyone",2023-08-26 04:33:55,"1695293471643295945","en","324496098","SNNTV","Sarasota, FL","Your local news leader
News, Weather, & Sports in Sarasota, Manatee, Charlotte and DeSoto counties
Have a news tip? Call (941)361-4600 or email news@snntv.com",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1694361395318476801/0eTwBgIE_normal.jpg","SNN","2011-06-26T18:35:28.000Z",NA,"https://t.co/EdickMKJ3b",0,0,3,0,0,323,14001,894,56211,211,"The algae bloom in Lake Manatee has been so high this summer that the tap water in some parts of the county had a musky taste.
 https://t.co/jbNIg8tLvs",NA,NA
"64","@DeSantisWarRoom I'm done with you. Never again.  Liar who didn't keep his commitments and who's utterly bought off by The Big Developers. Manatee County wetlands evisceration a perfect example. Good luck catching fish when there's no mangroves. Enjoy the red tide from the fertilizers. Duplicity. ",FALSE,"1695153435002221053","everyone",2023-08-25 21:40:08,"1695189340488429700","en","1601310670254899200","hurricanejohne",NA,"",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1601312285477281794/_mnL77qU_normal.jpg","John E Ochotnicky","2022-12-09T20:22:56.000Z",NA,NA,0,0,1,0,0,5,50,80,1894,0,"@DeSantisWarRoom I'm done with you. Never again.  Liar who didn't keep his commitments and who's utterly bought off by The Big Developers. Manatee County wetlands evisceration a perfect example. Good luck catching fish when there's no mangroves. Enjoy the red tide from the fertilizers. Duplicity","1558263729913053192",NA
"65","Manatee County’s tap water should be back to normal as algae bloom fades, officials say.

Algae Armor is a natural, mineral-based answer to the algae that pollutes our water.


. https   www algaearmor com. https   www bradenton com news local article278529929 html storylink cpy",FALSE,"1694713416353792188","everyone",2023-08-24 14:08:59,"1694713416353792188","en","1556685490987859970","AlgaeArmor","Minnesota","Algae Armor is a natural, mineral-based answer to the algae that pollutes our water.",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1556686323280449536/w8SQ6oJv_normal.jpg","AlgaeArmor","2022-08-08T16:58:05.000Z",NA,"https://t.co/YwGSSupOcd",0,0,0,0,0,2,4,7,125,0,"Manatee County’s tap water should be back to normal as algae bloom fades, officials say.

Algae Armor is a natural, mineral-based answer to the algae that pollutes our water.
https://t.co/hc7WSAeslw

https://t.co/fUfapJI9nI",NA,NA
"66","Hatchery might be part of bigger plan with Manatee County to mitigate red tide -  #GoogleAlerts. https   baynews9 com fl tampa news 2023 08 23 hatchery in manatee might be part of a bigger plan with the county to mitigate red tide",FALSE,"1694686111849697354","everyone",2023-08-24 12:20:29,"1694686111849697354","en","534263140","FloridaIssues",NA,"",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1169906487172333577/HqrgWFkr_normal.jpg","Florida Issues","2012-03-23T12:49:26.000Z",NA,NA,0,0,0,0,0,17,1048,9,144151,37,"Hatchery might be part of bigger plan with Manatee County to mitigate red tide - https://t.co/I06gHwDmoy #GoogleAlerts",NA,NA
"67","RT @calusawater: Warm water combined with an algal bloom could be behind dead fish in Manatee County . https   wusfnews wusf usf edu environment 2023 08 21 warm water combined with algal bloom could behind dead fish manatee county",FALSE,"1694673545865933158","everyone",2023-08-24 11:30:33,"1694673545865933158","en","11773172","Adalis","United States","Bringer of Hellfire! 😈🔥",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1374318781904912385/p1NnFoW6_normal.jpg","Demon Cat 👹","2008-01-02T21:39:00.000Z",NA,NA,10,0,0,0,0,0,270,2631,29325,13,"RT @calusawater: Warm water combined with an algal bloom could be behind dead fish in Manatee County https://t.co/YlPOM1ymf6",NA,NA
"68","RT @calusawater: Warm water combined with an algal bloom could be behind dead fish in Manatee County . https   wusfnews wusf usf edu environment 2023 08 21 warm water combined with algal bloom could behind dead fish manatee county",FALSE,"1694672673614201061","everyone",2023-08-24 11:27:05,"1694672673614201061","en","466198757","OverXposed1","Waffle House","Beau's human, Meme distributer, Snarky, ally #RESIST #FAFO",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1685871395174068224/T7dTQmI0_normal.jpg","Gemma 🌻","2012-01-17T04:49:29.000Z","1577017224908267520",NA,10,0,0,0,0,0,10528,8256,99085,17,"RT @calusawater: Warm water combined with an algal bloom could be behind dead fish in Manatee County https://t.co/YlPOM1ymf6",NA,NA
"69","Manatee County and U.S. Rep. Vern Buchanan are partnering with the not for profit All Clams on Deck to mitigate the red tide issue. . https   baynews9 com fl tampa news 2023 08 23 hatchery in manatee might be part of a bigger plan with the county to mitigate red tide",FALSE,"1694537518568345938","everyone",2023-08-24 02:30:02,"1694537518568345938","en","17308428","BN9","Tampa Bay area","Breaking news first in Tampa Bay. Continuous updates and in-depth coverage only @BN9, @BN9weather and @BN9Traffic can provide  |  News. Weather. Now.",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1630693829987688449/Fit4Xfso_normal.png","Spectrum Bay News 9","2008-11-11T12:03:53.000Z",NA,"https://t.co/gwUSHziS5S",1,0,1,0,0,2014,381941,452,151622,1743,"Manatee County and U.S. Rep. Vern Buchanan are partnering with the not for profit All Clams on Deck to mitigate the red tide issue. https://t.co/LmQ1o9sRe6",NA,NA
"70","RT @wusf: High water temperatures and an algal bloom are killing fish in an area located between Anna Maria Island and the city of Bradenton.
. https   wusfnews wusf usf edu environment 2023 08 21 warm water combined with algal bloom could behind dead fish manatee county",FALSE,"1694296288190238760","everyone",2023-08-23 10:31:28,"1694296288190238760","en","750472609024905217","CatcartReports","Tampa, FL","WUSF Public Media",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1000570848133173253/-VtRQOZ1_normal.jpg","Cathy Carter","2016-07-05T23:33:07.000Z","1235730645185261568",NA,5,0,0,0,0,0,312,556,1387,11,"RT @wusf: High water temperatures and an algal bloom are killing fish in an area located between Anna Maria Island and the city of Bradenton.
https://t.co/dD8pkaxwJ9",NA,NA
"71","RT @wusf: High water temperatures and an algal bloom are killing fish in an area located between Anna Maria Island and the city of Bradenton.
. https   wusfnews wusf usf edu environment 2023 08 21 warm water combined with algal bloom could behind dead fish manatee county",FALSE,"1694015036526567771","everyone",2023-08-22 15:53:52,"1694015036526567771","en","129615849","carloseats","✈️","Writer. Opinions are my own. carloshernandesu@gmail.com",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1687346822069587968/j6Dst3kv_normal.jpg","Carlos Hernandez (Carlos Eats)","2010-04-04T22:17:03.000Z","1694830774241927301","https://t.co/PY6jL6b4b8",5,0,0,0,0,0,12117,13264,362580,303,"RT @wusf: High water temperatures and an algal bloom are killing fish in an area located between Anna Maria Island and the city of Bradenton.
https://t.co/dD8pkaxwJ9",NA,NA
"72","RT @calusawater: Warm water combined with an algal bloom could be behind dead fish in Manatee County . https   wusfnews wusf usf edu environment 2023 08 21 warm water combined with algal bloom could behind dead fish manatee county",FALSE,"1694014014181810578","everyone",2023-08-22 15:49:48,"1694014014181810578","en","565968955","Diane_Sheehan","Cassandra Land","#NAACP, #DisabilityRights #LongCovid blocked by Roseanne Barr I block racists/trolls/bots",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1242471425266667520/Uz7F67TR_normal.jpg","Diane Sheehan","2012-04-29T04:08:07.000Z","1152633312797761536",NA,10,0,0,0,0,0,4630,4565,33428,17,"RT @calusawater: Warm water combined with an algal bloom could be behind dead fish in Manatee County https://t.co/YlPOM1ymf6",NA,NA
"73","RT @calusawater: Warm water combined with an algal bloom could be behind dead fish in Manatee County . https   wusfnews wusf usf edu environment 2023 08 21 warm water combined with algal bloom could behind dead fish manatee county",FALSE,"1694008182547345598","everyone",2023-08-22 15:26:38,"1694008182547345598","en","32399655","thewebbix","Lakeland, FL","Beach/RV life • Hippie • Love People • Love Music • Every day I wake is a good day, no worry if I don’t. • I LIVE BY: It is what it is. • View #NewDayNewChance",FALSE,FALSE,"https://pbs.twimg.com/profile_images/2599680382/093D5102-740F-4502-B0C9-2837819E1623_normal","WᴶEᴼBᴱB ✌🏼","2009-04-17T13:17:11.000Z","786636396811415552","https://t.co/XiYh9XeOhR",10,0,0,0,0,0,31718,31477,280768,120,"RT @calusawater: Warm water combined with an algal bloom could be behind dead fish in Manatee County https://t.co/YlPOM1ymf6",NA,NA
"74","RT @calusawater: Warm water combined with an algal bloom could be behind dead fish in Manatee County . https   wusfnews wusf usf edu environment 2023 08 21 warm water combined with algal bloom could behind dead fish manatee county",FALSE,"1694007380621599208","everyone",2023-08-22 15:23:27,"1694007380621599208","en","989525340","FentonHolland"," Jacksonville, Florida","#voteblue #resist # Democrat #votebluenomatterwho
#nevertrumper #bluewave 2024🌊🌊 #blacklivesmatter🚫#noDM
I will not message back #IStandWithUkraine #BlueCrew",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1673126568695066625/2Uz94eFM_normal.jpg","Fenton Holland☮️ lifelong Democrat 🇺🇲🌊🌊🌊","2012-12-04T20:35:21.000Z","1557366622351941634",NA,10,0,0,0,0,0,28983,26931,99272,11,"RT @calusawater: Warm water combined with an algal bloom could be behind dead fish in Manatee County https://t.co/YlPOM1ymf6",NA,NA
"75","RT @calusawater: Warm water combined with an algal bloom could be behind dead fish in Manatee County . https   wusfnews wusf usf edu environment 2023 08 21 warm water combined with algal bloom could behind dead fish manatee county",FALSE,"1694003168902865105","everyone",2023-08-22 15:06:43,"1694003168902865105","en","33590010","MarilouGeorge","Florida","I am a Proud Biden Democrat! No DMs #WokeAF",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1669797035669684224/UF2Ob6qB_normal.jpg","FloridaDem 🟧","2009-04-20T17:26:55.000Z",NA,NA,10,0,0,0,0,0,12093,11498,219915,257,"RT @calusawater: Warm water combined with an algal bloom could be behind dead fish in Manatee County https://t.co/YlPOM1ymf6",NA,NA
"76","RT @wusf: High water temperatures and an algal bloom are killing fish in an area located between Anna Maria Island and the city of Bradenton.
. https   wusfnews wusf usf edu environment 2023 08 21 warm water combined with algal bloom could behind dead fish manatee county",FALSE,"1693979583257669669","everyone",2023-08-22 13:32:59,"1693979583257669669","en","730963068","wusfschreiner","Palm Harbor, FL","Asst. News Director / Intern Coordinator, WUSF 89.7 FM.
Enjoys wine & a good IPA, good friends and great writing.",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1101507802181365765/dw5MfqNI_normal.jpg","Mark Schreiner","2012-08-01T16:09:25.000Z",NA,NA,5,0,0,0,0,0,1620,2984,22874,58,"RT @wusf: High water temperatures and an algal bloom are killing fish in an area located between Anna Maria Island and the city of Bradenton.
https://t.co/dD8pkaxwJ9",NA,NA
"77","RT @calusawater: Warm water combined with an algal bloom could be behind dead fish in Manatee County . https   wusfnews wusf usf edu environment 2023 08 21 warm water combined with algal bloom could behind dead fish manatee county",FALSE,"1693972949252944126","everyone",2023-08-22 13:06:38,"1693972949252944126","en","1161269334188183553","DemsKeys","Key West, Florida","True Blue #OneV1 Z25 #DemCast #NDLB #FL26 blog@keysdems.com https://t.co/T98HbQK4Gd… https://t.co/AroIFD6RqR",TRUE,FALSE,"https://pbs.twimg.com/profile_images/1688284284765753345/Bj4fJy5f_normal.jpg","FloridaKeysDems *️⃣ DemCastFL Lead ☮️ OVFL","2019-08-13T13:32:39.000Z","1592263868281393152","https://t.co/mdvUNArmgu",10,0,0,0,0,0,10650,9845,73711,49,"RT @calusawater: Warm water combined with an algal bloom could be behind dead fish in Manatee County https://t.co/YlPOM1ymf6",NA,NA
"78","RT @calusawater: Warm water combined with an algal bloom could be behind dead fish in Manatee County . https   wusfnews wusf usf edu environment 2023 08 21 warm water combined with algal bloom could behind dead fish manatee county",FALSE,"1693972722693419355","everyone",2023-08-22 13:05:44,"1693972722693419355","en","3309350937","lifeisgoodform","Florida, USA","Perma-gardener; organic gardener; tree hugger, apparently a hippie 
#PERSIST 
#BoycottFlorida #VoteBlue
*NO DMs*****NO LISTS!***
List/DM=Block!",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1477977221931413512/m6ZcWMGv_normal.jpg","Sandy #BoycottFlor3 ida #WearAMask😷 🌊🌊☀️🌻🌊🌊","2015-06-05T15:42:59.000Z","1447168863800528897","https://t.co/8iymzkr6eM",10,0,0,0,0,0,2384,4970,184368,7,"RT @calusawater: Warm water combined with an algal bloom could be behind dead fish in Manatee County https://t.co/YlPOM1ymf6",NA,NA
"79","Warm water combined with an algal bloom could be behind dead fish in Manatee County . https   wusfnews wusf usf edu environment 2023 08 21 warm water combined with algal bloom could behind dead fish manatee county",FALSE,"1693969352725303721","everyone",2023-08-22 12:52:20,"1693969352725303721","en","751811102175064065","calusawater","Florida, USA","Proud member of Waterkeeper Alliance for #fishable #swimmable #drinkable #cleanwater",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1451641664607604739/2ovGtuQJ_normal.jpg","Calusa Waterkeeper","2016-07-09T16:11:49.000Z","1671205185719349254",NA,10,0,6,0,0,257,2373,4942,45377,69,"Warm water combined with an algal bloom could be behind dead fish in Manatee County https://t.co/YlPOM1ymf6",NA,NA
"80","RT @wusf: High water temperatures and an algal bloom are killing fish in an area located between Anna Maria Island and the city of Bradenton.
. https   wusfnews wusf usf edu environment 2023 08 21 warm water combined with algal bloom could behind dead fish manatee county",FALSE,"1693962734742786402","everyone",2023-08-22 12:26:02,"1693962734742786402","en","20930240","SouthernJewel","Lakeland, FL","🇺🇦 😷 #StandWithUkraine #NoVid #LoverOfCarbs “Morality in terms of behavior, not in terms of theology” Frank Zappa",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1581114670429134849/7MII8y25_normal.jpg","Donna in Lakeland FL","2009-02-15T19:25:19.000Z","1633881770528473092",NA,5,0,0,0,0,0,1533,340,125011,27,"RT @wusf: High water temperatures and an algal bloom are killing fish in an area located between Anna Maria Island and the city of Bradenton.
https://t.co/dD8pkaxwJ9",NA,NA
"81","Warm water combined with an algal bloom could be behind dead fish in Manatee County -  #GoogleAlerts. https   wusfnews wusf usf edu environment 2023 08 21 warm water combined with algal bloom could behind dead fish manatee county",FALSE,"1693958803119825069","everyone",2023-08-22 12:10:25,"1693958803119825069","en","534263140","FloridaIssues",NA,"",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1169906487172333577/HqrgWFkr_normal.jpg","Florida Issues","2012-03-23T12:49:26.000Z",NA,NA,0,0,0,0,0,15,1048,9,144151,37,"Warm water combined with an algal bloom could be behind dead fish in Manatee County - https://t.co/taFdXG3ha6 #GoogleAlerts",NA,NA
"82","RT @wusf: High water temperatures and an algal bloom are killing fish in an area located between Anna Maria Island and the city of Bradenton.
. https   wusfnews wusf usf edu environment 2023 08 21 warm water combined with algal bloom could behind dead fish manatee county",FALSE,"1693953164402471198","everyone",2023-08-22 11:48:01,"1693953164402471198","en","377666632","radiocraigkopp","Land O Lakes, Florida","Radio man, Podcast man, Writer man",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1490711932650889217/kLsdYtt5_normal.jpg","Craig Kopp","2011-09-21T22:53:34.000Z",NA,NA,5,0,0,0,0,0,942,1504,33222,62,"RT @wusf: High water temperatures and an algal bloom are killing fish in an area located between Anna Maria Island and the city of Bradenton.
https://t.co/dD8pkaxwJ9",NA,NA
"83","High water temperatures and an algal bloom are killing fish in an area located between Anna Maria Island and the city of Bradenton.
. https   wusfnews wusf usf edu environment 2023 08 21 warm water combined with algal bloom could behind dead fish manatee county",FALSE,"1693950727922880916","everyone",2023-08-22 11:38:20,"1693950727922880916","en","17544442","wusf","Tampa, FL","WUSF Public Media is the Tampa Bay area’s source for news, in-depth reporting, educational programming, arts, and the finest classical music.",FALSE,FALSE,"https://pbs.twimg.com/profile_images/882569215559028736/RMkZ8wkh_normal.jpg","WUSF","2008-11-21T20:07:08.000Z",NA,"https://t.co/KBo4cZ3VYG",5,0,1,0,0,339,14745,2333,39161,480,"High water temperatures and an algal bloom are killing fish in an area located between Anna Maria Island and the city of Bradenton.
https://t.co/dD8pkaxwJ9",NA,NA
"84","RT @FloridaIssues: Warm water combined with an algal bloom could be behind dead fish in Manatee County -  #GoogleAlerts. https   wusfnews wusf usf edu environment 2023 08 21 warm water combined with algal bloom could behind dead fish manatee county",FALSE,"1693900525480083635","everyone",2023-08-22 08:18:51,"1693900525480083635","en","1441758901091794949","TJ_Ormseth","Orlando, FL","Legal and true crime news geek, focusing on Florida news. Feminist. Happily married. GenX. DV and SA survivor and advocate. Disabled. Love wins. 
No Lists or DM",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1617627562762461204/jWYMe2A8_normal.jpg","TJ in Orlando 🏳️‍🌈🌻🐝🌊📚🐈‍⬛ 🟧","2021-09-25T13:38:18.000Z",NA,NA,1,0,0,0,0,0,627,448,32618,0,"RT @FloridaIssues: Warm water combined with an algal bloom could be behind dead fish in Manatee County - https://t.co/Cq5gBY1Mnp #GoogleAlerts",NA,NA
"85","Warm water combined with an algal bloom could be behind dead fish in Manatee County -  #GoogleAlerts. https   wusfnews wusf usf edu environment 2023 08 21 warm water combined with algal bloom could behind dead fish manatee county",FALSE,"1693746977685622993","everyone",2023-08-21 22:08:42,"1693746977685622993","en","534263140","FloridaIssues",NA,"",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1169906487172333577/HqrgWFkr_normal.jpg","Florida Issues","2012-03-23T12:49:26.000Z",NA,NA,1,0,0,0,0,15,1048,9,144151,37,"Warm water combined with an algal bloom could be behind dead fish in Manatee County - https://t.co/Cq5gBY1Mnp #GoogleAlerts",NA,NA
"86","Terrible loss of wetland protections will lead to flooding &amp; pollute water &amp; fuel Red Tide as #ManateeCounty cedes local control to the State on a 6-1 vote. Only @GWKRuse voted with the science for clean water. @Craigtimes @TBEP1991 @SierraClubFL @tbwaterkeeper . https   twitter com GWKruse status 1692859368679604469",FALSE,"1693673002766860467","everyone",2023-08-21 17:14:45,"1693673002766860467","en","17563658","MariellaSmith","Tampa Bay area","Former Hillsborough County Commissioner, Countywide. Passionate about smart growth management, transportation options, environment, #VisionZero, equity.",FALSE,FALSE,"https://pbs.twimg.com/profile_images/947149405664284672/XQXZ4Tdu_normal.jpg","Mariella Smith","2008-11-22T21:55:42.000Z",NA,"https://t.co/x2FLlFaUhD",0,0,1,0,0,123,1091,1088,1232,27,"Terrible loss of wetland protections will lead to flooding &amp; pollute water &amp; fuel Red Tide as #ManateeCounty cedes local control to the State on a 6-1 vote. Only @GWKRuse voted with the science for clean water. @Craigtimes @TBEP1991 @SierraClubFL @tbwaterkeeper https://t.co/5Iql4zEhIF",NA,NA
"87","Are algae impacts on Manatee County's drinking water supply here to stay? What to ... - Newstra -  #GoogleAlerts. https   newstral com en article en 1241957122 are algae impacts on manatee county s drinking water supply here to stay what to know",FALSE,"1686477678579265537","everyone",2023-08-01 20:43:06,"1686477678579265537","en","534263140","FloridaIssues",NA,"",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1169906487172333577/HqrgWFkr_normal.jpg","Florida Issues","2012-03-23T12:49:26.000Z",NA,NA,0,0,0,0,0,14,1041,9,142937,37,"Are algae impacts on Manatee County's drinking water supply here to stay? What to ... - Newstra - https://t.co/qqSn9MFbAw #GoogleAlerts",NA,NA
"88","Who would want to swim in these stagnant waters full of toxic algae? The time to act is now. For our ecosystem, for our Sarasota wildlife, and for our future generations to come.

#RestoreMidnightPass #MidnightPass #Sarasota #Florida #bradenton #srq #siestakey #sarasotaflorida . https   twitter com PassRestoration status 1686473677158625280 photo 1",FALSE,"1686473677158625280","everyone",2023-08-01 20:27:12,"1686473677158625280","en","1628908176882950144","PassRestoration","Sarasota, FL","It’s time to bring the natural beauty of Little Sarasota Bay back to life.
It’s time to Open Midnight Pass. 🙌",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1633115429764755459/q_WhqL2o_normal.jpg","Midnight Pass Restoration","2023-02-24T00:02:44.000Z",NA,"https://t.co/mqSy7VonEU",0,0,0,0,0,7,6,1,58,0,"Who would want to swim in these stagnant waters full of toxic algae? The time to act is now. For our ecosystem, for our Sarasota wildlife, and for our future generations to come.

#RestoreMidnightPass #MidnightPass #Sarasota #Florida #bradenton #srq #siestakey #sarasotaflorida https://t.co/req96wfeag",NA,NA
"89","RT @jajones1: Are algae impacts on Manatee County’s drinking water supply here to stay? What to know | @RBallogg 
. https   www bradenton com news local article277672863 html",FALSE,"1686378820658728965","everyone",2023-08-01 14:10:16,"1686378820658728965","en","2351280776","RBallogg","Florida, USA","writing || curating the curious || news reporter and feature writer @BradentonHerald || Tips: rballogg@bradenton.com",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1247156445260505088/S21JXarc_normal.jpg","Ryan Ballogg","2014-02-19T07:14:34.000Z",NA,"https://t.co/Xbnfh9bNI5",1,0,0,0,0,0,406,614,1947,15,"RT @jajones1: Are algae impacts on Manatee County’s drinking water supply here to stay? What to know | @RBallogg 
https://t.co/A8fh6sdHwN",NA,NA
"90","Are algae impacts on Manatee County’s drinking water supply here to stay? What to know | @RBallogg 
. https   www bradenton com news local article277672863 html",FALSE,"1686343182676836352","everyone",2023-08-01 11:48:40,"1686343182676836352","en","23639653","jajones1","Bradenton, Fla.","Reporter @bradentonherald. Past: US Army Vietnam War vet, @USouthFlorida grad, New Smyrna Beach Observer, Clewiston News. Grad of St. Augustine High School.",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1684691117831344129/3XQvfWEr_normal.jpg","James A. Jones Jr.","2009-03-10T19:38:12.000Z","1676553959085842433","https://t.co/it3w4zKjvp",1,0,1,0,0,44,2197,672,16814,64,"Are algae impacts on Manatee County’s drinking water supply here to stay? What to know | @RBallogg 
https://t.co/A8fh6sdHwN",NA,NA
"91","Are algae toxins in Manatee County's drinking water supply? - Bradenton Herald -  #GoogleAlerts. https   www bradenton com news local article277672863 html",FALSE,"1686334730126430209","everyone",2023-08-01 11:15:04,"1686334730126430209","en","534263140","FloridaIssues",NA,"",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1169906487172333577/HqrgWFkr_normal.jpg","Florida Issues","2012-03-23T12:49:26.000Z",NA,NA,0,0,0,0,0,19,1041,9,142937,37,"Are algae toxins in Manatee County's drinking water supply? - Bradenton Herald - https://t.co/qMlY8gGkfo #GoogleAlerts",NA,NA
"92","Are algae impacts on Manatee County’s drinking water supply here to stay? What to know . https   www bradenton com news local article277672863 html",FALSE,"1686330153096323072","everyone",2023-08-01 10:56:53,"1686330153096323072","en","17387589","vannschaffner","FL more than NM","#TCOT/Pathologist/Navy Medicine 1984-1992 This account represents only myself, no employer or org. No medical advice.",TRUE,FALSE,"https://pbs.twimg.com/profile_images/1682939684492816385/PhgSIYXJ_normal.jpg","Vann Schaffner","2008-11-14T13:58:52.000Z",NA,NA,0,0,0,0,0,37,12775,13921,324594,344,"Are algae impacts on Manatee County’s drinking water supply here to stay? What to know https://t.co/eVYNA7H7Sc",NA,NA
"93","@ABC . https   www mysuncoast com 2023 07 19 manatee county algal bloom affecting tasteodor water",FALSE,"1682718661021147136","everyone",2023-07-22 11:46:06,"1682718661021147136","qme","112086946","MichaelBMagan","Florida, USA","GO GUNNERS ! GO JAGS ! GO BOLTS !",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1659913154707480576/YlX6u_d1_normal.jpg","SARASOTA GUNNER","2010-02-07T06:40:08.000Z",NA,NA,0,0,0,0,0,6,21,236,2632,0,"@ABC https://t.co/qR4bUYfQqC","28785486",FALSE
"94","Red Tide Status Update - Bradenton Times #algae . https   thebradentontimes com red tide status update p26589 158 htm",FALSE,"1682097170751668225","everyone",2023-07-20 18:36:32,"1682097170751668225","en","1419475371897069573","AlgaSci","Paoli, Pa","Combating Algae Blooms worldwide.",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1419476813529690115/_xQih6_2_normal.jpg","AlgaSci","2021-07-26T01:52:06.000Z",NA,"https://t.co/4OYWm2rRCN",0,0,0,0,0,6,71,41,6936,0,"Red Tide Status Update - Bradenton Times #algae https://t.co/AcVDkueR6m",NA,FALSE
"95","RT @SNNTV: Over the past few weeks, Lake Manatee has been experiencing blooms of blue-green algae that have caused some of the county's drinking water to have a musky taste.

. https   www snntv com story 49217700 with algae bloom is manatee county water safe to drink",FALSE,"1681997926921379840","everyone",2023-07-20 12:02:10,"1681997926921379840","en","107786881","birdtrees","Sarasota, FL","You've been chosen as an extra in the movie adaptation of the sequel to your life... #VisionaryArt #InspirationalQuotes #Anarchist #Dissent #Activism",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1013353622816600064/KAtny7Hm_normal.jpg","Mark Aziz","2010-01-23T18:48:16.000Z","1028393579847327744",NA,1,0,0,0,0,0,1901,1832,359134,21,"RT @SNNTV: Over the past few weeks, Lake Manatee has been experiencing blooms of blue-green algae that have caused some of the county's drinking water to have a musky taste.

https://t.co/4ShYcsYTmQ",NA,FALSE
"96","Algae bloom to blame for strange smelling tap water in Manatee County

 . https   thesuncoastnews com 2023 07 algae bloom to blame for strange smelling tap water in manatee county. https   twitter com TheSuncoastNews status 1681925501445611520 photo 1",FALSE,"1681925501445611520","everyone",2023-07-20 07:14:22,"1681925501445611520","en","747552338","TheSuncoastNews","Sarasota, Florida","Covering local Suncoast news and some national news. Alumna @UofMaryland, Vet @DepNavy. Bringing back Truth In Media!",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1199787023508365318/sFxlsK-T_normal.jpg","Francesco Abbruzzino - The Scoop","2012-08-09T16:54:44.000Z",NA,"https://t.co/ZhRKxESlva",0,0,0,0,0,17,1106,345,155418,54,"Algae bloom to blame for strange smelling tap water in Manatee County

https://t.co/mbe7TnnnW0 https://t.co/KIxTNYPyGH",NA,FALSE
"97","Over the past few weeks, Lake Manatee has been experiencing blooms of blue-green algae that have caused some of the county's drinking water to have a musky taste.

. https   www snntv com story 49217700 with algae bloom is manatee county water safe to drink",FALSE,"1681853955448397824","everyone",2023-07-20 02:30:04,"1681853955448397824","en","324496098","SNNTV","Sarasota, FL","Your local news leader
News, Weather, & Sports in Sarasota, Manatee, Charlotte and DeSoto counties
Have a news tip? Call (941)361-4600 or email news@snntv.com",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1438922910891057153/5ja7SLWj_normal.jpg","SNN","2011-06-26T18:35:28.000Z",NA,"https://t.co/4u07GjR48n",1,0,2,1,0,358,13945,895,55834,207,"Over the past few weeks, Lake Manatee has been experiencing blooms of blue-green algae that have caused some of the county's drinking water to have a musky taste.

https://t.co/4ShYcsYTmQ",NA,FALSE
"98","@mysuncoast I thought it was a dark lager they were serving https://t.co/7gtKdUlzQo",FALSE,"1681680453101551617","everyone",2023-07-19 16:01:16,"1681695711979511808","en","2964744772","Cam1Eddie","Florida, USA","",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1679116196040306693/7uARa6wM_normal.jpg","@EC i block all twits ads","2015-01-06T18:40:02.000Z","989355630623371264",NA,0,0,0,0,0,9,1663,1017,28397,9,NA,"9581122",TRUE
