"","text","author_id","in_reply_to_user_id","possibly_sensitive","lang","id","reply_settings","created_at.x","conversation_id","verified","profile_image_url","description","name","created_at.y","protected","username","location","pinned_tweet_id","url","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","geo_place_id","text_with_display_links"
"1","@boilerblondie Hi Brittany. Pasco County Customer Service can help: 727-847-2411. If you are asking about the red tide issue, we do not have any reports of it near Pasco but we are continuing to monitor the issue.. ","47679218","252723880",FALSE,"en","1030192091220127746","everyone",2018-08-16 20:38:29,"1030183025643057152",FALSE,"https://pbs.twimg.com/profile_images/1211688295081623552/IKmUhOWo_normal.jpg","Official Twitter account for Pasco County Emergency Management - a team of professionals dedicated to sustaining disaster resiliency. Dial 911 for emergencies.","Pasco County Emergency Management","2009-06-16T17:12:49.000Z",FALSE,"Pasco_FL_OEM","New Port Richey, FL",NA,"https://t.co/4Q71rZlGRM",0,1,1,0,0,6483,404,1815,231,NA,"@boilerblondie Hi Brittany. Pasco County Customer Service can help: 727-847-2411. If you are asking about the red tide issue, we do not have any reports of it near Pasco but we are continuing to monitor the issue."
"2","Shrimpers in Pasco County struggling as red tide devastates fishing industry . https   www wfla com news pasco county shrimpers in pasco county struggling as red tide devastates fishing industry 1386205140","23820899",NA,FALSE,"en","1032022080781467648","everyone",2018-08-21 21:50:12,"1032022080781467648",TRUE,"https://pbs.twimg.com/profile_images/1539812844660719616/2FlxM4l8_normal.jpg","WFLA News Channel 8 is a news leader in Tampa Bay.","WFLA NEWS","2009-03-11T20:14:10.000Z",FALSE,"WFLA","Tampa, FL",NA,"https://t.co/qPxwyiszHG",0,1,0,1,0,207035,2287,234662,1723,NA,"Shrimpers in Pasco County struggling as red tide devastates fishing industry https://t.co/puqKJdn0sa"
"3","Pasco County shrimpers worry about red tide that's already cutting their incomes.  @WFLA . https   www wfla com news pasco county pasco shrimpers incomes cut by red tide 1386641118","621476215",NA,FALSE,"en","1032065488883539968","everyone",2018-08-22 00:42:42,"1032065488883539968",FALSE,"https://pbs.twimg.com/profile_images/1601200430729641985/3B9zbVxH_normal.jpg","Retired. Former Television Reporter, Meteorologist, Drone Pilot for News Channel 8 in Tampa, FL. Former Tesla Advisor. Plays Pickleball and Tennis.","Peter Bernard🇺🇦","2012-06-29T01:47:28.000Z",FALSE,"TeslaBernard","Clearwater, Florida",NA,NA,0,0,0,0,0,3395,395,12711,122,NA,"Pasco County shrimpers worry about red tide that's already cutting their incomes.  @WFLA https://t.co/MykTzynsrh"
"4","Pasco shrimpers' incomes cut by red tide . https   www wfla com news pasco county pasco shrimpers incomes cut by red tide 1386641118","621476215",NA,FALSE,"en","1032296767637864448","everyone",2018-08-22 16:01:43,"1032296767637864448",FALSE,"https://pbs.twimg.com/profile_images/1601200430729641985/3B9zbVxH_normal.jpg","Retired. Former Television Reporter, Meteorologist, Drone Pilot for News Channel 8 in Tampa, FL. Former Tesla Advisor. Plays Pickleball and Tennis.","Peter Bernard🇺🇦","2012-06-29T01:47:28.000Z",FALSE,"TeslaBernard","Clearwater, Florida",NA,NA,0,0,0,0,0,3395,395,12711,122,NA,"Pasco shrimpers' incomes cut by red tide https://t.co/MykTzynsrh"
"5","Pasco shrimpers' incomes cut by red tide. Bait shops not buying.  . https   www wfla com news pasco county pasco shrimpers incomes cut by red tide 1386641118","621476215",NA,FALSE,"en","1032301205698093057","everyone",2018-08-22 16:19:21,"1032301205698093057",FALSE,"https://pbs.twimg.com/profile_images/1601200430729641985/3B9zbVxH_normal.jpg","Retired. Former Television Reporter, Meteorologist, Drone Pilot for News Channel 8 in Tampa, FL. Former Tesla Advisor. Plays Pickleball and Tennis.","Peter Bernard🇺🇦","2012-06-29T01:47:28.000Z",FALSE,"TeslaBernard","Clearwater, Florida",NA,NA,0,0,1,0,0,3395,395,12711,122,NA,"Pasco shrimpers' incomes cut by red tide. Bait shops not buying.  https://t.co/MykTzynsrh"
"6","#Redtide 🚨  . https   www wfla com news pasco county shrimpers in pasco county struggling as red tide devastates fishing industry 1386205140","554029535",NA,FALSE,"und","1032597893348241409","everyone",2018-08-23 11:58:17,"1032597893348241409",FALSE,"https://pbs.twimg.com/profile_images/779401699710513153/wdBG8rb9_normal.jpg","An island girl that loves desserts & her bed. Trying to accomplish my dreams; follower of God and mommy to 2 four legged children.","Sophie Ann","2012-04-15T03:17:25.000Z",FALSE,"leahabrahams1","Jamaica",NA,NA,0,0,0,0,0,154,174,8906,14,NA,"#Redtide 🚨  https://t.co/WhZL1Rt2Av"
"7","Historic home burns in Pasco county, the latest on red tide and where to vote tomorrow in the Dove Daily Update

#DoveDailyUpdate #stilthouse #Pasco #redtide #FWC #Mondaymotivation . https   twitter com 1055WDUV status 1034002598909628416 photo 1","608235166",NA,FALSE,"en","1034002598909628416","everyone",2018-08-27 09:00:05,"1034002598909628416",FALSE,"https://pbs.twimg.com/profile_images/1608095098629128192/gFQPV-Kp_normal.jpg","105.5 WDUV The Dove plays all of Tampa Bay's Lite Favorites! Stream anytime online!","105.5 The Dove","2012-06-14T15:23:54.000Z",FALSE,"1055TheDove","Tampa Bay, FL",NA,"https://t.co/i1RO8qiOD7",0,0,0,0,0,2769,4493,26989,64,NA,"Historic home burns in Pasco county, the latest on red tide and where to vote tomorrow in the Dove Daily Update

#DoveDailyUpdate #stilthouse #Pasco #redtide #FWC #Mondaymotivation https://t.co/VPCofLMAEL"
"8","@PascoSheriff How is the Red Tide situation up in Pasco County now???. ","23377626","43967741",FALSE,"en","1039955662606934020","everyone",2018-09-12 19:15:26,"1039955662606934020",FALSE,"https://pbs.twimg.com/profile_images/1268886567860527104/8fSK2Hq7_normal.jpg","Fmr HS Sp Ed Teacher, Mother of 2, 4 G-sons (1 set of twins), PO daughter, on a beautiful lake in N MI, 💙 LEOs, 💙K9s, 💙Police Horses, #OPLive #RESPECT","Pattie Ann 💙🐕‍🦺💙","2009-03-09T00:34:24.000Z",FALSE,"PattieAnn5","Michigan, USA",NA,NA,0,0,0,0,0,1339,3733,26919,5,NA,"@PascoSheriff How is the Red Tide situation up in Pasco County now???"
"9","Latest red tide map shows bloom stretches along length of Pinellas County . https   on wtsp com 2xkIZqU","16743886",NA,FALSE,"en","1040715718705258497","everyone",2018-09-14 21:35:37,"1040715718705258497",TRUE,"https://pbs.twimg.com/profile_images/1257694617690046467/ISKyPJi0_normal.jpg","10 Tampa Bay (CBS, TEGNA) covers news in Tampa, St. Petersburg, Clearwater & Sarasota.  News tips? 📱 727-577-1010, 📧 desk@wtsp.com or reply using @10TampaBay","10 Tampa Bay","2008-10-14T19:14:27.000Z",FALSE,"10TampaBay","Tampa, Florida",NA,"https://t.co/rHVdIDVNLL",3,0,0,0,0,180610,11945,315057,1725,NA,"Latest red tide map shows bloom stretches along length of Pinellas County https://t.co/Y6e6EFFgQr"
"10","RT @10NewsWTSP: Latest red tide map shows bloom stretches along length of Pinellas County https://t.co/Y6e6EFFgQr","2424745219",NA,FALSE,"en","1040727508239491072","everyone",2018-09-14 22:22:28,"1040727508239491072",FALSE,"https://pbs.twimg.com/profile_images/1037607116004057088/EqtmGFtF_normal.jpg","#PublicWorks visionary, former #City/#CountyEngineer, #PastPresident @FSASCE, Nationally Recognized @ENR_SE @FCCManagers & @csENGINEERmag, #Spartan #Gator","Addie Javed, PWD","2014-04-03T03:35:48.000Z",FALSE,"gatoraddie","Tampa Bay",NA,NA,3,0,0,0,0,815,4981,5832,42,NA,"Latest red tide map shows bloom stretches along length of Pinellas County https://t.co/Y6e6EFFgQr"
"11","RT @10NewsWTSP: Latest red tide map shows bloom stretches along length of Pinellas County https://t.co/Y6e6EFFgQr","1627501111",NA,FALSE,"en","1040895781354520576","everyone",2018-09-15 09:31:07,"1040895781354520576",FALSE,"https://pbs.twimg.com/profile_images/761774660988043265/yQguu_ql_normal.jpg","","MC Wilkins","2013-07-28T09:16:16.000Z",FALSE,"mcwilkins63",NA,NA,NA,3,0,0,0,0,157,76,287127,28,NA,"Latest red tide map shows bloom stretches along length of Pinellas County https://t.co/Y6e6EFFgQr"
"12","RT @10NewsWTSP: Latest red tide map shows bloom stretches along length of Pinellas County https://t.co/Y6e6EFFgQr","60903033",NA,FALSE,"en","1040960463658541058","everyone",2018-09-15 13:48:09,"1040960463658541058",FALSE,"https://pbs.twimg.com/profile_images/1496935515425320964/rOSwkxTT_normal.jpg","CEO, Software Company - Blue Devil - Yellow Dog Democrat #IFB #FBR","Jack Berlin","2009-07-28T13:29:25.000Z",FALSE,"jackaberlin","Tampa, FL USA","1327644496780283904",NA,3,0,0,0,0,17098,12463,41325,118,NA,"Latest red tide map shows bloom stretches along length of Pinellas County https://t.co/Y6e6EFFgQr"
"13","I wonder if Tampa Bay conservatives will give a shit about red tide when it starts affecting tourism in Hillsborough county-or better yet the coastal towns in deep red Pasco county. Probably not, because then they’d have to hold themselves accountable and we can’t have that.. ","2178704013",NA,FALSE,"en","1042894921705906176","everyone",2018-09-20 21:55:00,"1042894921705906176",FALSE,"https://pbs.twimg.com/profile_images/1407939184283824128/73vyUoW5_normal.jpg","My account is mostly jokes, pop culture, and political posts. Once in awhile I'll blog (she/her)","Ashley","2013-11-12T20:59:54.000Z",FALSE,"theashleyjn",NA,"1573781178976550919","https://t.co/K4lNcThjEq",0,1,0,0,0,254,389,22613,7,NA,"I wonder if Tampa Bay conservatives will give a shit about red tide when it starts affecting tourism in Hillsborough county-or better yet the coastal towns in deep red Pasco county. Probably not, because then they’d have to hold themselves accountable and we can’t have that."
"14","Clearwater Beach is beautiful, and it angers me that the beach is being destroyed and endangered animals are dying because we decided to vote *twice* for a governor that put rich peoples interests above the planet we all live on. And everyone who voted for Rick Scott is to blame.","2178704013","2178704013",FALSE,"en","1042895283699556352","everyone",2018-09-20 21:56:26,"1042894921705906176",FALSE,"https://pbs.twimg.com/profile_images/1407939184283824128/73vyUoW5_normal.jpg","My account is mostly jokes, pop culture, and political posts. Once in awhile I'll blog (she/her)","Ashley","2013-11-12T20:59:54.000Z",FALSE,"theashleyjn",NA,"1573781178976550919","https://t.co/K4lNcThjEq",0,1,0,0,0,253,389,22613,7,NA,NA
"15","And no I don’t want to hear about how it’s “the fault of Washington” or “oh, we’ve had smaller red tides so Rick Scott isn’t at fault”. Rick Scott allowed big corporations to dump waste into our waters and this waste led to the worst red tide crisis in years. He. Is. At. Fault.","2178704013","2178704013",FALSE,"en","1042896637360857094","everyone",2018-09-20 22:01:49,"1042894921705906176",FALSE,"https://pbs.twimg.com/profile_images/1407939184283824128/73vyUoW5_normal.jpg","My account is mostly jokes, pop culture, and political posts. Once in awhile I'll blog (she/her)","Ashley","2013-11-12T20:59:54.000Z",FALSE,"theashleyjn",NA,"1573781178976550919","https://t.co/K4lNcThjEq",0,0,1,0,0,253,389,22613,7,NA,NA
"16","I hunt down and remove floating plastic from the ocean. Want to see me fight the good fight? Maybe you can help too! #whales #animals #oceans #florida #redtide #pascocounty #pinellascounty #pollution . https   www youtube com watch","2151617310",NA,FALSE,"en","1043903334942478338","everyone",2018-09-23 16:42:04,"1043903334942478338",FALSE,"https://pbs.twimg.com/profile_images/378800000666719028/2e156bf12af7a9e5532096c25eb20b18_normal.jpeg","Author, voice actor, narrator, paranormal and occult expert, supernatural researcher. https://t.co/R77XjRbsdR","NathanNarratesHorror","2013-10-23T20:13:56.000Z",FALSE,"NathanTarantla","Florida","1251239683205607427","https://t.co/rYhiaIpjjD",0,0,1,0,0,19653,20825,115057,740,NA,"I hunt down and remove floating plastic from the ocean. Want to see me fight the good fight? Maybe you can help too! #whales #animals #oceans #florida #redtide #pascocounty #pinellascounty #pollution https://t.co/Oi1GKcLSpa"
"17","Federal disaster loans now available to Pinellas, Pasco county businesses impacted by red tide  . https   on wtsp com 2Q2ULOG. https   twitter com 10NewsWTSP status 1044173410643972096 photo 1","16743886",NA,FALSE,"en","1044173410643972096","everyone",2018-09-24 10:35:15,"1044173410643972096",TRUE,"https://pbs.twimg.com/profile_images/1257694617690046467/ISKyPJi0_normal.jpg","10 Tampa Bay (CBS, TEGNA) covers news in Tampa, St. Petersburg, Clearwater & Sarasota.  News tips? 📱 727-577-1010, 📧 desk@wtsp.com or reply using @10TampaBay","10 Tampa Bay","2008-10-14T19:14:27.000Z",FALSE,"10TampaBay","Tampa, Florida",NA,"https://t.co/rHVdIDVNLL",1,0,0,0,0,180610,11945,315057,1725,NA,"Federal disaster loans now available to Pinellas, Pasco county businesses impacted by red tide https://t.co/s5bdQkO8Vg https://t.co/wYaaFd7sHW"
"18","Federal disaster loans now available to Pinellas, Pasco county businesses impacted by red tide  #10news #news #wtsp . https   www wtsp com article news red tide federal disaster loans now available to pinellas pasco county businesses impacted by red tide 67 597512847. https   twitter com brandonpromo status 1044175636061810688 photo 1","85920748",NA,FALSE,"en","1044175636061810688","everyone",2018-09-24 10:44:06,"1044175636061810688",FALSE,"https://pbs.twimg.com/profile_images/1133096328551120897/YBSjN_o4_normal.jpg","@machineshopbarber - Owner & GM @fellowship_brand - Co-Ownership  /G\ Mental Health 🙏🏻         APlaceForMyHead Podcast - Host","Brandon Thompson","2009-10-28T21:45:10.000Z",FALSE,"brandonpromo","St Petersburg, FL","1164607409429594112","https://t.co/Soz1m0CuGm",0,0,0,0,0,4459,1809,88920,264,NA,"Federal disaster loans now available to Pinellas, Pasco county businesses impacted by red tide https://t.co/rm1m5WMx2i #10news #news #wtsp https://t.co/8KIqtdHOa5"
"19","RT @10NewsWTSP: Federal disaster loans now available to Pinellas, Pasco county businesses impacted by red tide https://t.co/s5bdQkO8Vg http…","3433805632",NA,FALSE,"en","1044176929883140097","everyone",2018-09-24 10:49:14,"1044176929883140097",FALSE,"https://pbs.twimg.com/profile_images/634563185517948928/n6Ypny8a_normal.jpg","I wonder if the gate was put up to keep crime out, or keep our ass in?","JR Caldwell Jr., PhD","2015-08-21T03:07:56.000Z",FALSE,"UnLearnPhD",NA,NA,NA,1,0,0,0,0,1052,4998,25511,3,NA,"Federal disaster loans now available to Pinellas, Pasco county businesses impacted by red tide https://t.co/s5bdQkO8Vg https://t.co/wYaaFd7sHW"
"20","Federal @SBAgov disaster low-interest loans now available to #Pinellas, #Pasco county businesses impacted by #redtide. Same loans made avail to #Manatee, #Sarasota county biz's earlier this month.  @10NewsWTSP . https   www wtsp com article news red tide federal disaster loans now available to pinellas pasco county businesses impacted by red tide 67 597512847. https   twitter com joshsidorowicz status 1044177126197538816 video 1","141706091",NA,FALSE,"en","1044177126197538816","everyone",2018-09-24 10:50:01,"1044177126197538816",TRUE,"https://pbs.twimg.com/profile_images/1558127180747612162/zqNa9e8f_normal.jpg","// @10TampaBay // anchor // #VERIFY // @michiganstateu alum // Email me jsidorowic@10tampabay.com","Josh Sidorowicz WTSP","2010-05-08T20:14:22.000Z",FALSE,"JoshWTSP","Tampa, FL",NA,"https://t.co/hWQcHwPK4w",2,0,2,0,0,2387,1285,16371,112,"5d231ed8656fcf5a","Federal @SBAgov disaster low-interest loans now available to #Pinellas, #Pasco county businesses impacted by #redtide. Same loans made avail to #Manatee, #Sarasota county biz's earlier this month. https://t.co/nTQOae4Dty @10NewsWTSP https://t.co/AMuEVCM79Y"
"21","RT @joshsidorowicz: Federal @SBAgov disaster low-interest loans now available to #Pinellas, #Pasco county businesses impacted by #redtide.…","16743886",NA,FALSE,"en","1044177526099267586","everyone",2018-09-24 10:51:36,"1044177526099267586",TRUE,"https://pbs.twimg.com/profile_images/1257694617690046467/ISKyPJi0_normal.jpg","10 Tampa Bay (CBS, TEGNA) covers news in Tampa, St. Petersburg, Clearwater & Sarasota.  News tips? 📱 727-577-1010, 📧 desk@wtsp.com or reply using @10TampaBay","10 Tampa Bay","2008-10-14T19:14:27.000Z",FALSE,"10TampaBay","Tampa, Florida",NA,"https://t.co/rHVdIDVNLL",2,0,0,0,0,180610,11945,315057,1725,NA,"Federal @SBAgov disaster low-interest loans now available to #Pinellas, #Pasco county businesses impacted by #redtide. Same loans made avail to #Manatee, #Sarasota county biz's earlier this month. https://t.co/nTQOae4Dty @10NewsWTSP https://t.co/AMuEVCM79Y"
"22","Federal disaster loans now available to Pinellas, Pasco county businesses impacted by red tide  . https   on wtsp com 2PYuWyY. https   twitter com 10NewsWTSP status 1044180979420733440 photo 1","16743886",NA,FALSE,"en","1044180979420733440","everyone",2018-09-24 11:05:20,"1044180979420733440",TRUE,"https://pbs.twimg.com/profile_images/1257694617690046467/ISKyPJi0_normal.jpg","10 Tampa Bay (CBS, TEGNA) covers news in Tampa, St. Petersburg, Clearwater & Sarasota.  News tips? 📱 727-577-1010, 📧 desk@wtsp.com or reply using @10TampaBay","10 Tampa Bay","2008-10-14T19:14:27.000Z",FALSE,"10TampaBay","Tampa, Florida",NA,"https://t.co/rHVdIDVNLL",1,0,0,0,0,180610,11945,315057,1725,NA,"Federal disaster loans now available to Pinellas, Pasco county businesses impacted by red tide https://t.co/AvCDAp6Pbm https://t.co/svuhzQWgeT"
"23","RT @10NewsWTSP: Federal disaster loans now available to Pinellas, Pasco county businesses impacted by red tide https://t.co/AvCDAp6Pbm http…","632185062",NA,FALSE,"en","1044202243195637761","everyone",2018-09-24 12:29:49,"1044202243195637761",FALSE,"https://pbs.twimg.com/profile_images/1132004117159862272/fdxil5Sl_normal.png","Artist | Writer | Researcher | Activist concerned about our climate crisis.","Brett Leuenberger","2012-07-10T16:12:35.000Z",FALSE,"AmbientDM","St Petersburg, FL",NA,"https://t.co/8ds9vJsKVt",1,0,0,0,0,1789,1921,26197,74,NA,"Federal disaster loans now available to Pinellas, Pasco county businesses impacted by red tide https://t.co/AvCDAp6Pbm https://t.co/svuhzQWgeT"
"24","RT @joshsidorowicz: Federal @SBAgov disaster low-interest loans now available to #Pinellas, #Pasco county businesses impacted by #redtide.…","2547103692",NA,FALSE,"en","1044282175061983232","everyone",2018-09-24 17:47:27,"1044282175061983232",FALSE,"https://pbs.twimg.com/profile_images/1618654997943566349/eV4SeRb4_normal.jpg","Studio/Social Media Manager @AFA_Air_Space 🎥 Dog mom 🐾 Fitness geek 🏃🏽‍♀️ Foodie 🌯 Proud FSU & Ole Miss alum 🎓 Tampa native 🌴☀️","Samantha Mitchell","2014-06-05T01:18:58.000Z",FALSE,"sammitchh101","Washington, D.C.","1549204500455591936","https://t.co/AzVpRVvqRy",2,0,0,0,0,1132,2100,5720,30,NA,"Federal @SBAgov disaster low-interest loans now available to #Pinellas, #Pasco county businesses impacted by #redtide. Same loans made avail to #Manatee, #Sarasota county biz's earlier this month. https://t.co/nTQOae4Dty @10NewsWTSP https://t.co/AMuEVCM79Y"
"25","A restriction on fishing for red drum and snook was extended to next spring and will now stretch north to Pasco County:  . http   www fox13news com news local news fishing restriction extended amid red tide woes. https   twitter com FOX13News status 1045022087054848000 photo 1","15750898",NA,FALSE,"en","1045022087054848000","everyone",2018-09-26 18:47:35,"1045022087054848000",TRUE,"https://pbs.twimg.com/profile_images/1459177564178681893/Y3jxK1Xd_normal.jpg","Bringing you the important stuff, like breaking news & weather alerts. But also plenty of fun stories, like sports updates and all those #WeLiveHere tales.","FOX 13 Tampa Bay","2008-08-06T15:12:10.000Z",FALSE,"FOX13News","Tampa, FL","1598030799273660422","https://t.co/MUtKcxEsVq",1,0,1,0,0,377132,4626,258122,1874,NA,"A restriction on fishing for red drum and snook was extended to next spring and will now stretch north to Pasco County: https://t.co/QH8jWsmJ77 https://t.co/AT9Bu5XxTn"
